"sourcekey" "targetkey" "lei_xing" "pk"
"DUI_XIANG:652300189402032963" "DUI_XIANG:13102419221105216X" "" "2007"
"DUI_XIANG:652300190901163544" "DUI_XIANG:131024191207051450" "" "2008"
"DUI_XIANG:652300191112298651" "DUI_XIANG:131024191009203716" "" "2009"
"DUI_XIANG:652300191706027509" "DUI_XIANG:131024190501104942" "" "2010"
"DUI_XIANG:652300191904095449" "DUI_XIANG:131024189311292243" "" "2011"
"DUI_XIANG:652300191905139327" "DUI_XIANG:131024188110293384" "" "2012"
"DUI_XIANG:652300192003309889" "DUI_XIANG:131024188010028364" "" "2013"
"DUI_XIANG:652300192003312447" "DUI_XIANG:131023194602163564" "" "2014"
"DUI_XIANG:652300192809142707" "DUI_XIANG:131023193202237742" "" "2015"
"DUI_XIANG:652300192907301601" "DUI_XIANG:131023193103075362" "" "2016"
"DUI_XIANG:652300193812048863" "DUI_XIANG:131023192806056147" "" "2017"
"DUI_XIANG:652300194011244914" "DUI_XIANG:131023192508046944" "" "2018"
"DUI_XIANG:652901188002164494" "DUI_XIANG:131023191207085240" "" "2019"
"DUI_XIANG:652901188101034660" "DUI_XIANG:131023190204133329" "" "2020"
"DUI_XIANG:652901188608143516" "DUI_XIANG:131023190005305626" "" "2021"
"DUI_XIANG:652901189104299087" "DUI_XIANG:13102318960908263X" "" "2022"
"DUI_XIANG:65290118971106292X" "DUI_XIANG:131023189101224289" "" "2023"
"DUI_XIANG:65290118981024450X" "DUI_XIANG:131000194602174592" "" "2024"
"DUI_XIANG:652901192202081337" "DUI_XIANG:131000194404061773" "" "2025"
"DUI_XIANG:652901192411156868" "DUI_XIANG:131000192707206352" "" "2026"
"DUI_XIANG:653000189104276374" "DUI_XIANG:131000189906087715" "" "2027"
"DUI_XIANG:65300019020715911X" "DUI_XIANG:131000189510243304" "" "2028"
"DUI_XIANG:653000190702272574" "DUI_XIANG:131000188209191061" "" "2029"
"DUI_XIANG:653000192102162530" "DUI_XIANG:131000188209176662" "" "2030"
"DUI_XIANG:653000193811303214" "DUI_XIANG:130731194305199242" "" "2031"
"DUI_XIANG:653000194506029639" "DUI_XIANG:130731193611207074" "" "2032"
"DUI_XIANG:653022188707063128" "DUI_XIANG:130731192707242363" "" "2033"
"DUI_XIANG:653022189302032176" "DUI_XIANG:411081189406282739" "好友" "2034"
"DUI_XIANG:653022189612119103" "DUI_XIANG:13073119130626847X" "" "2035"
"DUI_XIANG:653022190603075020" "DUI_XIANG:130731191207074151" "" "2036"
"DUI_XIANG:653022190702269795" "DUI_XIANG:13073119020413330X" "" "2037"
"DUI_XIANG:653022191210103160" "DUI_XIANG:130731189808252504" "" "2038"
"DUI_XIANG:653022192709177163" "DUI_XIANG:13073118951126693X" "" "2039"
"DUI_XIANG:653022193811303677" "DUI_XIANG:130731188805023111" "" "2040"
"DUI_XIANG:653022194704096515" "DUI_XIANG:130731188804309142" "" "2041"
"DUI_XIANG:653121189005071434" "DUI_XIANG:130731188705067408" "" "2042"
"DUI_XIANG:653121189401214011" "DUI_XIANG:130731188407025285" "" "2043"
"DUI_XIANG:653121189401224244" "DUI_XIANG:130731188011157839" "" "2044"
"DUI_XIANG:653121189512144124" "DUI_XIANG:130433194603277575" "" "2045"
"DUI_XIANG:653121189512188477" "DUI_XIANG:130433194305212167" "" "2046"
"DUI_XIANG:65312119140814416X" "DUI_XIANG:130433193809067878" "" "2047"
"DUI_XIANG:653121191904025223" "DUI_XIANG:130433192310292318" "" "2048"
"DUI_XIANG:653121192101055538" "DUI_XIANG:130433191704276682" "" "2049"
"DUI_XIANG:653121192609224080" "DUI_XIANG:130433191604024509" "" "2050"
"DUI_XIANG:653123188001092295" "DUI_XIANG:13043319150518577X" "" "2051"
"DUI_XIANG:653123188112308642" "DUI_XIANG:130433191505139298" "" "2052"
"DUI_XIANG:653123189611085150" "DUI_XIANG:130433190811217309" "" "2053"
"DUI_XIANG:653123192609198735" "DUI_XIANG:130433189907169462" "" "2054"
"DUI_XIANG:653123193204252750" "DUI_XIANG:130433189102042333" "" "2055"
"DUI_XIANG:653123193303156588" "DUI_XIANG:130425194702138132" "" "2056"
"DUI_XIANG:653123194902163813" "DUI_XIANG:130425193810114109" "" "2057"
"DUI_XIANG:653128188210099516" "DUI_XIANG:130425193611302481" "" "2058"
"DUI_XIANG:653128188310017354" "DUI_XIANG:130425193104167756" "" "2059"
"DUI_XIANG:653128189202066006" "DUI_XIANG:130425191109274113" "" "2060"
"DUI_XIANG:653128189412155058" "DUI_XIANG:130425191009307387" "" "2061"
"DUI_XIANG:65312818951209626X" "DUI_XIANG:130425189907182368" "" "2062"
"DUI_XIANG:653128189809116786" "DUI_XIANG:130425189709068978" "" "2063"
"DUI_XIANG:653128190305258404" "DUI_XIANG:130425189511303477" "" "2064"
"DUI_XIANG:653128190602282785" "DUI_XIANG:130425189312155061" "" "2065"
"DUI_XIANG:653128191209021217" "DUI_XIANG:130425188606186176" "" "2066"
"DUI_XIANG:653128191209021591" "DUI_XIANG:130403194901045598" "" "2067"
"DUI_XIANG:653128192201307039" "DUI_XIANG:130403194405143180" "" "2069"
"DUI_XIANG:653128192312156421" "DUI_XIANG:130403193104167993" "" "2070"
"DUI_XIANG:653128192609209889" "DUI_XIANG:130403192806173090" "" "2071"
"DUI_XIANG:653128192708117605" "DUI_XIANG:130403191704046985" "" "2072"
"DUI_XIANG:320327198001010082" "DUI_XIANG:130403191506234694" "" "2073"
"DUI_XIANG:653128193204181931" "DUI_XIANG:130403191406257020" "" "2074"
"DUI_XIANG:653128193204216276" "DUI_XIANG:130403188706163846" "" "2075"
"DUI_XIANG:653128193811221886" "DUI_XIANG:320327198001010082" "" "2076"
"DUI_XIANG:653128194208193328" "DUI_XIANG:120223194901056185" "" "2077"
"DUI_XIANG:653128194406294533" "DUI_XIANG:120223193005295757" "" "2078"
"DUI_XIANG:653200188012296489" "DUI_XIANG:120223192906102911" "" "2079"
"DUI_XIANG:653200188805138122" "DUI_XIANG:120223192807231531" "" "2080"
"DUI_XIANG:653200190701185760" "DUI_XIANG:120223192609106545" "" "2081"
"DUI_XIANG:653200191110077383" "DUI_XIANG:320327198001010082" "" "2082"
"DUI_XIANG:653200191705128370" "DUI_XIANG:120223192112248767" "" "2083"
"DUI_XIANG:653200191803287455" "DUI_XIANG:120223191803229149" "" "2084"
"DUI_XIANG:653200192906184605" "DUI_XIANG:120223190812319942" "" "2085"
"DUI_XIANG:653200193810206595" "DUI_XIANG:120223190403052001" "" "2086"
"DUI_XIANG:653200193910159829" "DUI_XIANG:110113189412154255" "" "2087"
"DUI_XIANG:653200194108262508" "DUI_XIANG:120223188805082278" "" "2088"
"DUI_XIANG:653200194703299671" "DUI_XIANG:320982194704132607" "" "2089"
"DUI_XIANG:110113188012274157" "DUI_XIANG:110113193203145717" "" "2090"
"DUI_XIANG:65402118860731430X" "DUI_XIANG:110113192807206627" "" "2091"
"DUI_XIANG:654021188706186358" "DUI_XIANG:110113192510244905" "" "2092"
"DUI_XIANG:654021188706245047" "DUI_XIANG:320327198001010082" "" "2093"
"DUI_XIANG:654021191605198445" "DUI_XIANG:110113189611289857" "" "2094"
"DUI_XIANG:370921189109078378" "DUI_XIANG:110113189412154255" "" "2095"
"DUI_XIANG:370921189109078378" "DUI_XIANG:110113189301247520" "" "2096"
"DUI_XIANG:320327198001010082" "DUI_XIANG:110113188012274157" "" "2097"
"DUI_XIANG:320982194704132607" "DUI_XIANG:370921189109078378" "" "2098"
"DUI_XIANG:654021193909092120" "DUI_XIANG:110113188012285446" "" "2099"
"DUI_XIANG:654021194504154316" "DUI_XIANG:110113188012274157" "" "2100"
"DUI_XIANG:320327198001010082" "DUI_XIANG:441400189811041372" "" "2102"
"DUI_XIANG:320327198001010082" "DUI_XIANG:370685190609261199" "" "2103"
"DUI_XIANG:370685190609261199" "DUI_XIANG:370105192208308507" "" "2104"
"DUI_XIANG:370685190609261199" "DUI_XIANG:210201188911302602" "" "2105"
"DUI_XIANG:320327198001010082" "DUI_XIANG:370921189109078378" "" "2106"
"DUI_XIANG:370921189109078378" "DUI_XIANG:231003190705044912" "" "2107"
"DUI_XIANG:320982194704132607" "DUI_XIANG:320327198001010082" "" "2108"
"DUI_XIANG:610528193604286574" "DUI_XIANG:210201188911302602" "" "2109"
"DUI_XIANG:210201188911302602" "DUI_XIANG:320982194704132607" "" "2110"
"DUI_XIANG:410782191710174165" "DUI_XIANG:360421193002235428" "" "2111"
"DUI_XIANG:210300193409261601" "DUI_XIANG:360421193002235428" "" "2112"
"DUI_XIANG:210300193409261601" "DUI_XIANG:210201188911302602" "" "2113"
"DUI_XIANG:441400189811041372" "DUI_XIANG:410302194609165096" "" "2114"
"DUI_XIANG:441400189811041372" "DUI_XIANG:410302194609165096" "" "2115"
"DUI_XIANG:52270019110504519X" "DUI_XIANG:410302194609165096" "" "2116"
"DUI_XIANG:653022189302032176" "DUI_XIANG:431127189812155779" "好友" "2117"
"DUI_XIANG:370921189109078378" "DUI_XIANG:460200189201257944" "" "2118"
"DUI_XIANG:460200189201257944" "DUI_XIANG:370685190609261199" "" "2119"
"DUI_XIANG:320327198001010035" "DUI_XIANG:431127189812155779" "好友" "2120"
"DUI_XIANG:340802191703172001" "DUI_XIANG:320327198001010082" "" "2121"
"DUI_XIANG:653128191705142173" "DUI_XIANG:44092319180629423X" "好友" "2122"
"DUI_XIANG:320327198001010082" "DUI_XIANG:441400189811041372" "" "2123"
"DUI_XIANG:320327198001010002" "DUI_XIANG:210201188911302602" "" "2124"
"DUI_XIANG:320327198001010002" "DUI_XIANG:410302194609165096" "" "2125"
"DUI_XIANG:441400189811041372" "DUI_XIANG:320327198001010002" "" "2126"
"DUI_XIANG:44092319180629423X" "DUI_XIANG:43022518970211525X" "" "2127"
"DUI_XIANG:43022518970211525X" "DUI_XIANG:411081189406282739" "" "2128"
"DUI_XIANG:411081189406282739" "DUI_XIANG:431127189812155779" "" "2129"
"DUI_XIANG:43022518970211525X" "DUI_XIANG:431127189812155779" "" "2130"
"DUI_XIANG:411081189406282739" "DUI_XIANG:44092319180629423X" "" "2131"
"DUI_XIANG:44092319180629423X" "DUI_XIANG:431127189812155779" "" "2132"
"DUI_XIANG:340802191703172001" "DUI_XIANG:320327198001010090" "" "2134"
